P1,P2,class label
AF-P48454-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-P49593-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-P49593-F1.pdb,AF-A0A024R8D6-F1.pdb,4
AF-P49815-F1.pdb,AF-A0A024R8D6-F1.pdb,2
AF-P49815-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-P49815-F1.pdb,AF-A0A024R8D6-F1.pdb,4
AF-P51828-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-P51841-F1.pdb,AF-A0A024R8D6-F1.pdb,2
AF-P51841-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-P53778-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-P53778-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-P53778-F1.pdb,AF-A0A024R8D6-F1.pdb,2
AF-P53778-F1.pdb,AF-A0A024R8D6-F1.pdb,4
AF-P62070-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q02846-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-Q03113-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q06AU2-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q16659-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q16659-F1.pdb,AF-A0A024R8D6-F1.pdb,4
AF-Q16659-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-Q16877-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q16877-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-Q4VXU2-F1.pdb,AF-A0A024R8D6-F1.pdb,2
AF-Q5S007-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q6T310-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q8IYK8-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q8IYU2-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q8N122-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q8N3J5-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q8NEB9-F1.pdb,AF-A0A024R8D6-F1.pdb,4
AF-Q8NEB9-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q8NEB9-F1.pdb,AF-A0A024R8D6-F1.pdb,6
AF-Q8NEB9-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-Q8TAI7-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q8WY54-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q92574-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q96D21-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q96S79-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q99640-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q99640-F1.pdb,AF-A0A024R8D6-F1.pdb,4
AF-Q9BPW5-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q9H0C8-F1.pdb,AF-A0A024R8D6-F1.pdb,4
AF-Q9H0C8-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q9H628-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q9HAV0-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q9HAV0-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-Q9NQ88-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q9NQ88-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-Q9NZ32-F1.pdb,AF-A0A024R8D6-F1.pdb,1
AF-Q9P2J9-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q9Y272-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-Q9Y2I7-F1.pdb,AF-A0A024R8D6-F1.pdb,0
AF-A0A384MEK5-F1.pdb,AF-A0A024R8F5-F1.pdb,6
AF-P46531-F1.pdb,AF-A0A024R8F5-F1.pdb,4
AF-Q04721-F1.pdb,AF-A0A024R8F5-F1.pdb,4
AF-Q04721-F1.pdb,AF-A0A024R8F5-F1.pdb,1
AF-Q9UM47-F1.pdb,AF-A0A024R8F5-F1.pdb,4
AF-A4F4L4-F1.pdb,AF-A0A024R8G6-F1.pdb,5
AF-A4F4L4-F1.pdb,AF-A0A024R8G6-F1.pdb,3
AF-A4F4L4-F1.pdb,AF-A0A024R8G6-F1.pdb,2
AF-Q9BYV8-F1.pdb,AF-A0A024R8G6-F1.pdb,2
AF-Q9H6D7-F1.pdb,AF-A0A024R8G6-F1.pdb,5
AF-Q9H6D7-F1.pdb,AF-A0A024R8G6-F1.pdb,2
AF-Q9H6D7-F1.pdb,AF-A0A024R8G6-F1.pdb,3
AF-A0A024QZU0-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-A0A024QZU0-F1.pdb,AF-A0A024R8H5-F1.pdb,0
AF-A0A024QZU0-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-A0A024RD15-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-A1LPW7-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-A8K2M0-F1.pdb,AF-A0A024R8H5-F1.pdb,2
AF-A8K6K3-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-A8K6K3-F1.pdb,AF-A0A024R8H5-F1.pdb,3
AF-O14788-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-O75604-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-O75604-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-O75832-F1.pdb,AF-A0A024R8H5-F1.pdb,2
AF-P19438-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-P19438-F1.pdb,AF-A0A024R8H5-F1.pdb,2
AF-P19438-F1.pdb,AF-A0A024R8H5-F1.pdb,3
AF-P19438-F1.pdb,AF-A0A024R8H5-F1.pdb,5
AF-P21580-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-P21580-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-P25963-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-P36941-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-P45985-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-P48556-F1.pdb,AF-A0A024R8H5-F1.pdb,2
AF-P51665-F1.pdb,AF-A0A024R8H5-F1.pdb,2
AF-Q13489-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-Q13489-F1.pdb,AF-A0A024R8H5-F1.pdb,0
AF-Q13490-F1.pdb,AF-A0A024R8H5-F1.pdb,0
AF-Q13490-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-Q13490-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-Q16401-F1.pdb,AF-A0A024R8H5-F1.pdb,2
AF-Q86SZ7-F1.pdb,AF-A0A024R8H5-F1.pdb,2
AF-Q92569-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-Q9NY59-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-Q9Y4K4-F1.pdb,AF-A0A024R8H5-F1.pdb,3
AF-Q9Y4K4-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-Q9Y572-F1.pdb,AF-A0A024R8H5-F1.pdb,3
AF-Q9Y572-F1.pdb,AF-A0A024R8H5-F1.pdb,1
AF-Q9Y572-F1.pdb,AF-A0A024R8H5-F1.pdb,4
AF-K7PPA8-F1.pdb,AF-A0A024R8H6-F1.pdb,4
AF-O94805-F1.pdb,AF-A0A024R8H6-F1.pdb,3
AF-P10244-F1.pdb,AF-A0A024R8H6-F1.pdb,3
AF-Q16594-F1.pdb,AF-A0A024R8H6-F1.pdb,2
AF-Q969S8-F1.pdb,AF-A0A024R8H6-F1.pdb,2
AF-Q9UL17-F1.pdb,AF-A0A024R8H6-F1.pdb,3
AF-A0A024R1Z1-F1.pdb,AF-A0A024R8H7-F1.pdb,5
AF-A0A024R1Z1-F1.pdb,AF-A0A024R8H7-F1.pdb,3
AF-A0A024R1Z1-F1.pdb,AF-A0A024R8H7-F1.pdb,2
AF-A0A024R7C0-F1.pdb,AF-A0A024R8H7-F1.pdb,5
AF-A0A024R7C0-F1.pdb,AF-A0A024R8H7-F1.pdb,2
AF-A0A024RA90-F1.pdb,AF-A0A024R8H7-F1.pdb,2
AF-O94941-F1.pdb,AF-A0A024R8H7-F1.pdb,2
AF-Q08DK3-F1.pdb,AF-A0A024R8H7-F1.pdb,5
AF-Q08DK3-F1.pdb,AF-A0A024R8H7-F1.pdb,2
AF-Q9UNE7-F1.pdb,AF-A0A024R8H7-F1.pdb,2
AF-A0A024RBG7-F1.pdb,AF-A0A024R8I0-F1.pdb,1
AF-P19387-F1.pdb,AF-A0A024R8I0-F1.pdb,2
AF-A0A024R7J0-F1.pdb,AF-A0A024R8J8-F1.pdb,0
AF-A0A140VJS0-F1.pdb,AF-A0A024R8J8-F1.pdb,0
AF-A0A140VJS0-F1.pdb,AF-A0A024R8J8-F1.pdb,4
AF-P61292-F1.pdb,AF-A0A024R8J8-F1.pdb,0
AF-Q06190-F1.pdb,AF-A0A024R8J8-F1.pdb,0
AF-Q06190-F1.pdb,AF-A0A024R8J8-F1.pdb,4
AF-Q15172-F1.pdb,AF-A0A024R8J8-F1.pdb,0
AF-Q15172-F1.pdb,AF-A0A024R8J8-F1.pdb,4
AF-Q4R589-F1.pdb,AF-A0A024R8J8-F1.pdb,5
AF-Q4R589-F1.pdb,AF-A0A024R8J8-F1.pdb,3
AF-Q969Q6-F1.pdb,AF-A0A024R8J8-F1.pdb,4
AF-Q969Q6-F1.pdb,AF-A0A024R8J8-F1.pdb,0
AF-P01133-F1.pdb,AF-A0A024R8L1-F1.pdb,0
AF-P35250-F1.pdb,AF-A0A024R8M9-F1.pdb,2
AF-P35250-F1.pdb,AF-A0A024R8M9-F1.pdb,5
AF-P35250-F1.pdb,AF-A0A024R8M9-F1.pdb,3
AF-Q14565-F1.pdb,AF-A0A024R8M9-F1.pdb,2
AF-Q14565-F1.pdb,AF-A0A024R8M9-F1.pdb,5
AF-Q14565-F1.pdb,AF-A0A024R8M9-F1.pdb,3
AF-Q8N1G1-F1.pdb,AF-A0A024R8M9-F1.pdb,3
AF-Q0MQC2-F1.pdb,AF-A0A024R8V5-F1.pdb,3
AF-Q9BX95-F1.pdb,AF-A0A024R8V5-F1.pdb,1
AF-Q14694-F1.pdb,AF-A0A024R8V6-F1.pdb,2
AF-Q96RU2-F1.pdb,AF-A0A024R8V6-F1.pdb,2
AF-Q96RU2-F1.pdb,AF-A0A024R8V6-F1.pdb,5
AF-Q9H6S0-F1.pdb,AF-A0A024R8V6-F1.pdb,3
AF-Q9UMW8-F1.pdb,AF-A0A024R8V6-F1.pdb,2
AF-Q9UMW8-F1.pdb,AF-A0A024R8V6-F1.pdb,5
AF-A0A024R4R3-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-A0A024R6M3-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-A0A024R6M3-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-A0A024R6M3-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-A0A0S2Z4V5-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-A0A384MDP4-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-A0A384MDP4-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-A0A384MDP4-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-E5KT65-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-E5KT65-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-E5KT65-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-O15371-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-O15371-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-O15504-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-O60306-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-O60306-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-O60306-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-P14866-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-P19387-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-P23588-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-P49790-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-P57740-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q05048-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-Q05048-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q0VCY7-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q13242-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q13247-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q15428-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q2NKU3-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q32PH8-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q4VXU2-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-Q4VXU2-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q4VXU2-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-Q86U42-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-Q86U42-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q86U42-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-Q8NFH4-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q8TEM1-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q8WUM0-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q92917-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-Q92917-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q92917-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-Q9BW27-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q9H501-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-Q9H6S0-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-Q9H6S0-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q9H6S0-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-Q9NRG9-F1.pdb,AF-A0A024R8W0-F1.pdb,5
AF-Q9NRG9-F1.pdb,AF-A0A024R8W0-F1.pdb,3
AF-Q9NRG9-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-Q9NRG9-F1.pdb,AF-A0A024R8W0-F1.pdb,2
AF-Q9UKM9-F1.pdb,AF-A0A024R8W0-F1.pdb,1
AF-P37059-F1.pdb,AF-A0A024R913-F1.pdb,3
AF-A0A024R240-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-A0A140VJM3-F1.pdb,AF-A0A024R939-F1.pdb,0
AF-A1LQ23-F1.pdb,AF-A0A024R939-F1.pdb,1
AF-A1LQ23-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-L7RTI5-F1.pdb,AF-A0A024R939-F1.pdb,0
AF-O14641-F1.pdb,AF-A0A024R939-F1.pdb,3
AF-O14641-F1.pdb,AF-A0A024R939-F1.pdb,5
AF-O14641-F1.pdb,AF-A0A024R939-F1.pdb,2
AF-O14793-F1.pdb,AF-A0A024R939-F1.pdb,1
AF-O14939-F1.pdb,AF-A0A024R939-F1.pdb,6
AF-O60266-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-P09471-F1.pdb,AF-A0A024R939-F1.pdb,1
AF-P09471-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-P19086-F1.pdb,AF-A0A024R939-F1.pdb,1
AF-P19086-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-P19087-F1.pdb,AF-A0A024R939-F1.pdb,1
AF-P19087-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-P29992-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-P29992-F1.pdb,AF-A0A024R939-F1.pdb,1
AF-P30556-F1.pdb,AF-A0A024R939-F1.pdb,6
AF-P30679-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-Q03113-F1.pdb,AF-A0A024R939-F1.pdb,4
AF-A0A024QZQ1-F1.pdb,AF-A0A024R969-F1.pdb,6
AF-O75326-F1.pdb,AF-A0A024R969-F1.pdb,1
AF-P13725-F1.pdb,AF-A0A024R969-F1.pdb,1
AF-P40763-F1.pdb,AF-A0A024R969-F1.pdb,6
AF-A0A024R683-F1.pdb,AF-A0A024R991-F1.pdb,5
AF-A0A024R683-F1.pdb,AF-A0A024R991-F1.pdb,3
AF-P30049-F1.pdb,AF-A0A024R991-F1.pdb,3
AF-A0A024QZV1-F1.pdb,AF-A0A024R9B0-F1.pdb,6
AF-A0A024R069-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-A0A024R069-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-A0A024R475-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-A0A024R475-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-A0A024RCX5-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-A0A024RCX5-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-A0A024RDV3-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-A0A024RDV3-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-A8K2M0-F1.pdb,AF-A0A024R9B0-F1.pdb,2
AF-B1AHB0-F1.pdb,AF-A0A024R9B0-F1.pdb,3
AF-O00716-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-O00716-F1.pdb,AF-A0A024R9B0-F1.pdb,6
AF-O75832-F1.pdb,AF-A0A024R9B0-F1.pdb,2
AF-P46527-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-P46527-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-P48556-F1.pdb,AF-A0A024R9B0-F1.pdb,2
AF-P51665-F1.pdb,AF-A0A024R9B0-F1.pdb,2
AF-P53350-F1.pdb,AF-A0A024R9B0-F1.pdb,6
AF-P63209-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-P63209-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-Q08999-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-Q08999-F1.pdb,AF-A0A024R9B0-F1.pdb,1
AF-Q08999-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-Q16401-F1.pdb,AF-A0A024R9B0-F1.pdb,2
AF-Q5RE52-F1.pdb,AF-A0A024R9B0-F1.pdb,4
AF-Q5RE52-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-Q86SZ7-F1.pdb,AF-A0A024R9B0-F1.pdb,2
AF-Q9UJX5-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-Q9UJX6-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-Q9UM13-F1.pdb,AF-A0A024R9B0-F1.pdb,0
AF-E5KT65-F1.pdb,AF-A0A024R9B5-F1.pdb,2
AF-E5KT65-F1.pdb,AF-A0A024R9B5-F1.pdb,5
AF-E5KT65-F1.pdb,AF-A0A024R9B5-F1.pdb,3
AF-P19387-F1.pdb,AF-A0A024R9B5-F1.pdb,2
AF-P31930-F1.pdb,AF-A0A024R9B7-F1.pdb,3
AF-A0A024R4R3-F1.pdb,AF-A0A024R9C1-F1.pdb,2
AF-A0A024RD15-F1.pdb,AF-A0A024R9C1-F1.pdb,0
AF-A4D0Z3-F1.pdb,AF-A0A024R9C1-F1.pdb,3
AF-A8K2M0-F1.pdb,AF-A0A024R9C1-F1.pdb,5
AF-A8K2M0-F1.pdb,AF-A0A024R9C1-F1.pdb,3
AF-O15371-F1.pdb,AF-A0A024R9C1-F1.pdb,3
AF-O15371-F1.pdb,AF-A0A024R9C1-F1.pdb,5
AF-O95067-F1.pdb,AF-A0A024R9C1-F1.pdb,6
AF-P14635-F1.pdb,AF-A0A024R9C1-F1.pdb,6
AF-P23443-F1.pdb,AF-A0A024R9C1-F1.pdb,1
AF-P36507-F1.pdb,AF-A0A024R9C1-F1.pdb,0
AF-Q32PH8-F1.pdb,AF-A0A024R9C1-F1.pdb,2
AF-Q86U42-F1.pdb,AF-A0A024R9C1-F1.pdb,5
AF-Q86U42-F1.pdb,AF-A0A024R9C1-F1.pdb,3
AF-Q86U42-F1.pdb,AF-A0A024R9C1-F1.pdb,2
AF-A0A024R9R4-F1.pdb,AF-A0A024R9D1-F1.pdb,2
AF-O75794-F1.pdb,AF-A0A024R9D1-F1.pdb,6
AF-P05231-F1.pdb,AF-A0A024R9D1-F1.pdb,6
AF-P09237-F1.pdb,AF-A0A024R9D1-F1.pdb,6
AF-P18827-F1.pdb,AF-A0A024R9D1-F1.pdb,1
AF-P18827-F1.pdb,AF-A0A024R9D1-F1.pdb,6
AF-P46531-F1.pdb,AF-A0A024R9D1-F1.pdb,6
AF-P56704-F1.pdb,AF-A0A024R9D1-F1.pdb,6
AF-P98172-F1.pdb,AF-A0A024R9D1-F1.pdb,2
AF-Q04721-F1.pdb,AF-A0A024R9D1-F1.pdb,6
AF-Q5R1V9-F1.pdb,AF-A0A024R9D1-F1.pdb,5
AF-Q8N474-F1.pdb,AF-A0A024R9D1-F1.pdb,1
AF-Q9H1B5-F1.pdb,AF-A0A024R9D1-F1.pdb,2
AF-Q9UBV7-F1.pdb,AF-A0A024R9D1-F1.pdb,2
AF-A0A024R713-F1.pdb,AF-A0A024R9D7-F1.pdb,3
AF-A0A024RAU0-F1.pdb,AF-A0A024R9D7-F1.pdb,6
AF-A0A384MEK5-F1.pdb,AF-A0A024R9D7-F1.pdb,6
AF-B0LPE5-F1.pdb,AF-A0A024R9D7-F1.pdb,0
AF-P07327-F1.pdb,AF-A0A024R9D7-F1.pdb,3
AF-P09601-F1.pdb,AF-A0A024R9D7-F1.pdb,6
AF-P09601-F1.pdb,AF-A0A024R9D7-F1.pdb,1
AF-P13500-F1.pdb,AF-A0A024R9D7-F1.pdb,1
AF-P19320-F1.pdb,AF-A0A024R9D7-F1.pdb,6
AF-P29474-F1.pdb,AF-A0A024R9D7-F1.pdb,0
AF-P40763-F1.pdb,AF-A0A024R9D7-F1.pdb,6
AF-P42336-F1.pdb,AF-A0A024R9D7-F1.pdb,0
AF-P42338-F1.pdb,AF-A0A024R9D7-F1.pdb,0
AF-Q0MQC2-F1.pdb,AF-A0A024R9D7-F1.pdb,2
AF-Q9HC29-F1.pdb,AF-A0A024R9D7-F1.pdb,6
AF-O75628-F1.pdb,AF-A0A024R9F1-F1.pdb,3
AF-P18146-F1.pdb,AF-A0A024R9F1-F1.pdb,1
AF-P60569-F1.pdb,AF-A0A024R9F1-F1.pdb,1
AF-P82251-F1.pdb,AF-A0A024R9F1-F1.pdb,3
AF-A0A024QZ20-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A024QZT2-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A024QZU0-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A024R0Q7-F1.pdb,AF-A0A024R9F5-F1.pdb,2
AF-A0A024R1K7-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-A0A024R1K7-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A024R5Y2-F1.pdb,AF-A0A024R9F5-F1.pdb,3
AF-A0A024R5Y2-F1.pdb,AF-A0A024R9F5-F1.pdb,5
AF-A0A024R5Y2-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-A0A024R5Y2-F1.pdb,AF-A0A024R9F5-F1.pdb,2
AF-A0A024R7J0-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A024R807-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A024R807-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-A0A024R8D6-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A024R9Q4-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A024RAS5-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A024RBU5-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-A0A024RBU5-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A024RD04-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A024RD04-F1.pdb,AF-A0A024R9F5-F1.pdb,5
AF-A0A024RD04-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A024RD04-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-A0A024RD04-F1.pdb,AF-A0A024R9F5-F1.pdb,3
AF-A0A024RD04-F1.pdb,AF-A0A024R9F5-F1.pdb,2
AF-A0A024RD15-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A024RD15-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-A0A024RD15-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A0S2Z4Z8-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A0A140VJM3-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A0A140VJM3-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-A0A140VJS0-F1.pdb,AF-A0A024R9F5-F1.pdb,2
AF-A0A140VJW0-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-A1LQ23-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-A5PKW4-F1.pdb,AF-A0A024R9F5-F1.pdb,2
AF-A5PKW4-F1.pdb,AF-A0A024R9F5-F1.pdb,3
AF-A5PKW4-F1.pdb,AF-A0A024R9F5-F1.pdb,5
AF-B0LPE5-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-B0LPE5-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-B2R6Q4-F1.pdb,AF-A0A024R9F5-F1.pdb,2
AF-F1T0G5-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-F1T0H7-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-L7RRS6-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-L7RRS6-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-L7RRS6-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-L7RTI5-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-L7RXH5-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-L7RXH5-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-O14641-F1.pdb,AF-A0A024R9F5-F1.pdb,3
AF-O43307-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-O60292-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-O60292-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-O60292-F1.pdb,AF-A0A024R9F5-F1.pdb,2
AF-O60346-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-O75582-F1.pdb,AF-A0A024R9F5-F1.pdb,4
AF-O75582-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-P05129-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-P09471-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-P09619-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-P15056-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-P16234-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-P19086-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-P19087-F1.pdb,AF-A0A024R9F5-F1.pdb,1
AF-P23443-F1.pdb,AF-A0A024R9F5-F1.pdb,0
AF-P23443-F1.pdb,AF-A0A024R9F5-F1.pdb,4
